Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0060,7,113.7,Barley,8.5,45,130,147.1,0.51,7.0,208.2,15.75,2019
R0167,10,107.8,Maize,9.8,29,157,232.1,0.16,9.2,125.6,21.29,2020
R0202,11,187.3,Wheat,27.3,93,127,389.9,0.58,14.3,196.8,12.15,2019
R0146,8,164.3,Maize,32.4,81,44,344.8,0.91,6.3,238.1,6.69,2024
R0164,6,125.8,Rice,17.4,87,35,147.9,0.84,14.3,233.1,15.82,2018
R0242,12,198.3,Barley,37.3,31,86,165.3,0.59,6.8,125.1,13.4,2023
R0069,10,119.8,Barley,31.8,72,117,356.3,0.38,12.1,179.0,22.05,2024
R0175,9,58.7,Rice,19.6,46,71,425.4,0.09,13.0,145.9,15.98,2020
R0049,7,89.3,Rice,6.1,87,191,239.8,0.47,34.8,263.8,28.4,2021
R0108,10,115.4,Rice,38.8,62,181,338.1,0.75,12.1,266.1,16.16,2021
R0226,5,73.5,Wheat,14.7,25,67,168.3,0.36,12.2,116.2,9.03,2022
R0161,8,192.1,Maize,42.6,2,177,224.6,0.24,25.6,45.7,17.26,2019
R0119,2,165.0,Barley,23.9,22,102,108.1,0.93,30.8,66.9,9.15,2020
R0149,7,90.2,Maize,31.0,74,158,407.3,0.82,16.6,122.8,16.95,2022
R0150,4,138.6,Rice,44.3,73,28,260.4,0.64,31.3,178.0,12.48,2020
R0293,9,158.2,Rice,43.9,49,186,426.5,0.14,15.2,203.9,25.97,2019
R0143,12,191.2,Maize,21.7,35,163,383.3,0.14,10.9,112.8,23.5,2024
R0160,1,182.2,Barley,14.4,12,104,431.5,0.1,14.9,206.9,15.93,2024
R0011,7,127.3,Wheat,39.9,28,72,214.3,0.62,23.3,282.6,11.61,2021
R0138,6,166.2,Maize,24.5,37,118,174.0,0.12,16.0,202.6,10.21,2024
R0078,8,134.3,Rice,13.6,76,84,488.8,0.84,25.2,64.4,4.98,2024
R0077,5,132.9,Rice,45.7,89,194,386.9,0.99,12.1,182.3,20.14,2018
R0254,1,67.2,Wheat,13.9,83,88,433.6,0.37,26.0,171.7,21.38,2021
R0258,1,68.9,Maize,6.2,4,88,105.3,0.45,15.4,263.8,-3.58,2022
R0291,9,129.4,Wheat,5.9,19,75,241.8,0.71,18.7,118.1,2.96,2023
R0263,10,90.3,Wheat,33.0,77,138,397.1,0.94,21.7,138.4,10.95,2018
R0085,6,53.2,Barley,34.8,13,115,131.2,0.89,25.6,187.6,3.27,2022
R0146,10,158.4,Barley,19.0,7,138,326.9,0.06,12.2,166.8,10.29,2019
R0042,5,54.9,Rice,19.4,47,153,271.6,0.17,30.1,221.3,18.12,2018
R0125,1,139.3,Maize,20.3,12,52,107.0,0.75,26.7,31.3,14.17,2022
R0167,6,130.9,Barley,35.6,23,141,194.4,0.69,12.0,177.8,1.51,2019
R0241,6,195.3,Rice,7.6,78,63,213.9,0.13,34.2,54.1,15.69,2021
R0280,3,122.6,Maize,46.8,64,137,144.7,0.5,24.9,108.3,19.63,2023
R0188,8,59.5,Rice,15.0,85,30,352.6,0.78,18.6,205.3,11.12,2019
R0019,1,132.8,Barley,50.0,33,35,197.0,0.22,9.7,64.1,12.47,2024
R0068,1,176.2,Rice,12.7,50,9,211.0,0.87,21.0,106.5,15.02,2020
R0218,6,199.5,Maize,39.7,2,25,459.3,0.05,9.9,216.8,11.47,2019
R0102,10,114.6,Maize,15.1,89,19,286.8,0.78,17.9,202.2,15.61,2019
R0042,1,98.0,Rice,8.6,77,124,256.9,0.62,17.3,45.5,10.85,2023
R0288,6,186.0,Maize,44.4,57,43,389.5,0.32,26.6,181.6,14.24,2020
R0167,1,78.7,Rice,43.6,71,61,463.8,0.72,10.8,61.2,2.46,2024
R0109,6,142.3,Maize,23.2,54,78,110.0,0.78,29.7,90.6,16.34,2022
R0036,3,110.9,Rice,36.6,79,8,279.3,0.93,14.8,148.6,6.75,2022
R0232,8,56.2,Rice,30.1,41,70,344.3,0.37,18.3,50.6,11.64,2019
R0229,6,102.1,Rice,43.4,20,89,227.4,0.69,28.2,298.2,6.66,2020
R0164,11,89.8,Wheat,19.2,9,23,409.0,0.6,23.8,66.3,4.47,2020
R0073,1,152.9,Maize,28.6,56,139,488.6,0.53,14.2,238.8,16.14,2024
R0136,5,192.3,Barley,26.8,24,59,477.4,0.89,16.6,252.4,-2.41,2023
R0070,8,90.2,Rice,20.9,55,83,206.4,0.0,14.2,298.4,9.88,2021
R0196,3,171.7,Wheat,45.1,37,119,190.5,0.28,22.8,140.0,15.5,2022
R0269,12,58.3,Barley,12.5,85,77,483.0,0.54,15.0,264.7,14.44,2023
R0049,6,130.7,Rice,11.7,60,15,283.5,0.18,26.8,288.1,20.57,2018
R0130,5,60.6,Barley,31.0,46,28,183.3,0.91,22.4,68.4,7.11,2022
R0005,6,190.1,Wheat,34.6,53,159,382.8,0.65,9.4,154.2,20.18,2023
R0027,10,165.0,Barley,13.8,45,118,213.8,0.48,14.3,36.8,5.39,2022
R0160,1,148.7,Rice,22.6,67,34,206.9,0.81,11.6,193.8,19.61,2021
R0149,7,173.6,Barley,47.6,3,42,451.7,0.45,16.7,182.8,9.7,2018
R0264,9,147.1,Barley,16.1,93,95,165.0,0.56,20.5,77.2,16.43,2021
R0230,2,195.3,Rice,35.1,65,118,125.8,0.0,20.2,243.4,18.5,2024
R0200,10,157.1,Wheat,38.3,92,52,207.7,0.37,27.6,30.4,11.09,2018
R0050,5,188.7,Wheat,25.2,42,19,342.8,0.14,10.7,245.7,8.07,2019
R0067,10,127.6,Barley,47.2,61,114,149.2,0.69,33.4,27.5,24.67,2023
R0300,4,67.6,Maize,38.1,99,7,288.6,0.48,15.3,203.9,7.29,2018
R0058,6,129.2,Barley,25.6,84,121,350.9,0.3,14.0,42.1,13.62,2024
R0259,6,69.0,Maize,30.6,84,41,439.5,0.47,25.6,90.3,8.05,2024
R0130,11,138.9,Barley,36.2,84,76,191.9,0.21,29.2,222.1,11.51,2021
R0215,2,122.4,Wheat,31.6,3,69,426.9,0.93,16.4,98.5,0.21,2022
R0172,2,143.4,Barley,44.5,64,110,194.0,0.05,27.4,163.1,24.09,2018
R0258,4,51.5,Barley,21.1,61,15,370.7,0.87,31.5,276.3,-0.09,2023
R0102,1,79.2,Maize,18.5,89,68,272.3,0.51,28.0,33.9,6.5,2018
R0209,9,123.7,Wheat,14.6,1,52,145.9,0.62,6.0,247.1,6.11,2020
R0291,7,192.6,Maize,6.7,8,172,385.7,0.3,29.8,38.3,13.69,2022
R0286,12,107.5,Barley,6.9,56,178,187.1,0.97,28.2,55.5,18.44,2023
R0116,7,113.7,Rice,44.2,44,5,170.6,0.28,25.1,53.4,7.13,2023
R0264,3,157.2,Barley,35.5,17,122,243.3,0.59,27.8,298.3,9.54,2019
R0150,11,140.6,Barley,34.7,47,32,361.3,0.99,34.4,70.5,2.98,2021
R0300,12,94.8,Maize,32.7,41,14,193.6,0.88,17.9,271.1,5.6,2019
R0036,3,111.6,Rice,43.2,40,13,173.5,0.54,7.0,297.5,6.0,2023
R0287,1,82.7,Rice,26.6,74,166,104.0,0.99,18.8,127.5,13.86,2022
R0208,3,194.9,Maize,44.2,88,62,288.7,0.7,6.4,196.7,5.58,2018
R0106,3,69.6,Wheat,21.2,89,4,271.5,0.21,13.8,238.1,9.73,2018
R0158,4,105.8,Rice,46.7,57,120,193.5,0.41,22.6,129.9,19.28,2022
R0121,4,53.9,Rice,36.4,99,89,121.5,0.33,14.3,65.3,21.51,2023
R0055,3,83.3,Maize,16.6,41,106,271.7,0.34,25.6,141.5,9.49,2024
R0012,10,167.1,Wheat,30.4,34,179,415.3,0.76,29.7,236.1,18.39,2018
R0145,12,80.2,Wheat,29.0,37,15,386.1,0.58,17.6,238.6,4.5,2024
R0136,8,62.0,Barley,11.2,66,98,444.3,0.04,32.0,84.6,10.52,2018
R0003,8,121.2,Barley,31.6,40,165,103.8,0.88,7.4,69.0,6.29,2018
R0144,1,51.5,Maize,19.2,98,52,486.6,0.3,30.2,277.8,20.97,2021
R0030,7,62.7,Wheat,7.4,49,76,236.6,1.0,29.9,32.3,3.73,2021
R0237,11,171.1,Maize,47.7,85,92,496.2,0.95,14.7,225.7,3.66,2020
R0279,2,165.7,Barley,33.9,71,180,201.0,0.94,14.0,33.0,6.15,2019
R0115,1,187.3,Maize,44.5,78,173,288.6,0.81,14.2,254.6,16.32,2022
R0104,3,178.2,Maize,35.4,44,97,241.6,0.22,29.3,273.5,17.43,2022
R0118,4,152.5,Rice,21.1,70,97,242.3,0.53,29.9,103.3,11.04,2022
R0005,6,57.8,Rice,28.1,18,142,436.9,0.22,14.9,40.7,7.68,2020
R0248,10,167.4,Rice,35.4,16,58,398.6,0.26,22.8,154.6,7.75,2021
R0121,5,176.8,Barley,48.2,64,177,496.9,0.61,9.2,103.6,23.29,2023
R0286,4,169.9,Maize,16.4,92,136,345.4,0.04,19.1,136.8,16.29,2024
R0149,8,126.3,Rice,44.4,76,25,285.3,0.97,35.0,206.2,4.94,2024
R0084,11,84.9,Rice,46.6,55,2,136.0,0.92,9.8,78.8,13.29,2023
R0231,12,176.8,Rice,35.2,92,99,498.6,0.38,33.4,119.9,21.22,2020
R0288,4,159.1,Barley,46.9,40,46,320.6,0.52,29.7,239.1,10.93,2023
R0161,10,197.1,Barley,22.9,41,4,380.2,0.47,34.2,200.3,4.59,2022
R0272,12,73.4,Maize,47.9,5,61,262.7,0.88,10.4,111.4,3.26,2019
R0038,2,83.8,Maize,36.6,68,83,319.1,0.69,11.4,206.0,8.35,2018
R0226,3,81.8,Maize,6.9,97,132,477.0,0.28,5.5,234.3,14.75,2024
R0142,6,168.9,Rice,45.8,74,137,166.6,0.45,26.7,185.9,13.93,2021
R0292,8,78.0,Wheat,26.8,72,79,216.9,0.43,24.3,87.1,17.34,2021
R0151,8,60.0,Barley,25.7,39,62,160.8,0.96,10.3,20.1,6.16,2020
R0114,11,199.8,Rice,30.5,40,24,416.9,0.18,28.7,244.8,14.21,2021
R0237,9,53.7,Rice,11.7,8,43,124.8,0.09,14.0,250.3,6.28,2022
R0066,7,175.3,Maize,26.1,7,152,132.7,0.88,9.0,215.3,13.14,2024
R0258,2,104.8,Maize,42.4,43,157,219.4,0.9,17.7,41.4,11.36,2023
R0249,8,176.2,Rice,5.7,57,13,305.7,0.87,7.7,183.9,2.83,2022
R0180,7,133.2,Barley,17.3,66,85,262.5,0.51,12.9,249.9,8.91,2020
R0190,8,185.2,Barley,5.1,12,170,117.9,0.66,16.1,129.1,5.43,2022
R0154,12,188.9,Rice,23.7,18,155,483.0,0.56,30.6,75.4,5.62,2023
R0196,3,51.4,Wheat,37.8,97,18,481.1,0.07,28.8,184.5,15.49,2019
R0262,7,61.3,Wheat,40.9,95,101,211.7,0.6,18.3,251.4,8.11,2020
R0143,10,87.6,Barley,47.5,48,169,392.6,0.01,26.7,33.7,14.27,2019
R0101,9,150.4,Maize,32.4,79,19,331.4,0.32,22.1,187.1,18.82,2018
R0244,3,183.2,Wheat,16.5,99,78,195.0,0.93,15.2,200.1,15.92,2019
R0012,10,119.0,Wheat,46.6,81,138,204.9,0.3,26.8,188.7,17.66,2018
R0239,6,141.0,Maize,39.9,77,181,296.5,0.94,25.5,202.0,27.53,2018
R0049,2,78.3,Wheat,30.8,29,97,267.7,0.25,23.6,196.8,3.28,2019
R0042,2,170.7,Rice,36.3,65,120,216.5,0.31,23.5,56.5,22.76,2020
R0166,5,195.1,Wheat,46.6,76,151,423.0,0.63,25.5,85.8,17.06,2023
R0082,5,90.3,Maize,37.1,90,197,292.6,0.76,16.5,193.3,22.69,2022
R0291,7,124.2,Rice,21.6,58,16,361.9,0.5,31.1,25.0,8.9,2022
R0158,12,62.9,Wheat,37.1,52,155,175.7,0.88,9.9,197.7,3.82,2023
R0216,2,133.9,Barley,6.8,51,49,313.4,0.04,31.5,206.3,13.8,2024
R0158,11,125.4,Rice,22.4,80,182,227.2,0.92,15.3,87.0,18.41,2024
R0134,7,71.7,Rice,23.3,30,9,310.6,0.2,8.8,187.5,-3.67,2018
R0067,5,116.3,Barley,12.5,14,148,412.3,0.88,23.0,169.5,14.71,2018
R0007,6,100.1,Barley,6.0,19,57,407.6,0.4,16.3,93.0,7.79,2020
R0014,8,128.3,Wheat,11.0,4,161,241.7,0.83,29.5,149.6,11.32,2021
R0073,10,137.8,Wheat,34.5,6,94,377.7,0.67,17.9,274.7,0.14,2019
R0163,12,51.3,Maize,41.1,17,106,476.5,0.18,25.1,139.4,15.73,2018
R0066,4,164.2,Maize,49.5,55,170,350.3,0.92,14.2,196.4,19.04,2022
R0130,7,157.0,Rice,20.6,74,138,159.4,0.25,11.3,29.9,20.14,2020
R0206,6,104.9,Barley,32.0,95,32,371.9,0.24,16.6,41.8,15.79,2019
R0276,10,57.9,Barley,47.2,90,185,142.0,0.81,23.2,42.8,15.27,2020
R0256,2,163.2,Maize,12.5,89,45,448.8,0.11,24.7,237.9,16.96,2019
R0266,8,193.3,Rice,37.3,44,188,306.7,0.22,22.3,118.1,18.01,2019
R0025,10,86.0,Rice,39.0,27,189,254.1,0.5,34.6,83.7,17.41,2023
R0281,9,98.5,Maize,9.0,49,128,122.8,0.83,25.7,229.3,7.64,2018
R0253,5,77.6,Maize,43.8,1,148,252.3,0.15,32.9,67.6,15.45,2020
R0289,10,136.5,Maize,41.6,83,61,461.3,0.55,8.5,89.0,8.97,2020
R0164,4,73.2,Wheat,6.5,67,191,108.4,0.71,6.8,140.7,15.5,2023
R0095,6,103.4,Rice,9.1,76,86,289.9,0.86,14.3,112.8,12.92,2022
R0270,8,154.6,Rice,7.2,23,72,472.5,0.94,9.1,183.9,-2.77,2022
R0110,11,134.0,Rice,20.1,47,183,257.9,0.78,20.8,114.6,17.33,2024
R0238,3,108.0,Maize,27.9,44,0,271.3,0.65,20.6,130.0,8.14,2018
R0025,10,113.0,Maize,29.0,92,20,331.4,0.43,22.3,261.6,11.59,2018
R0141,11,134.3,Maize,17.0,57,21,285.2,0.11,27.4,267.7,18.01,2021
R0117,11,50.9,Maize,46.0,35,181,167.4,0.71,34.1,251.8,14.37,2023
R0025,1,61.8,Barley,21.6,1,3,107.4,0.99,31.3,262.2,5.96,2022
R0079,4,182.2,Maize,7.0,17,64,343.9,0.74,8.6,179.5,13.67,2019
R0068,4,61.7,Wheat,18.5,48,178,468.3,0.02,15.2,200.9,19.05,2020
R0173,1,156.0,Barley,28.9,7,62,142.5,0.5,12.7,176.0,10.88,2018
R0012,9,188.0,Barley,23.4,57,142,184.4,0.61,10.3,240.0,13.01,2020
R0288,3,90.6,Maize,17.3,14,35,248.1,0.69,21.3,174.3,-1.99,2020
R0128,5,105.6,Rice,10.9,16,28,423.5,0.72,21.6,51.1,-0.23,2021
R0096,6,135.3,Maize,41.9,22,179,207.7,0.56,11.8,246.7,7.73,2022
R0092,8,182.3,Rice,49.8,65,173,452.8,0.22,26.4,233.0,18.14,2018
R0141,6,191.3,Maize,19.8,69,68,122.0,0.94,27.0,249.7,15.85,2020
R0031,3,160.9,Maize,22.2,92,156,476.4,0.7,5.6,73.3,13.52,2018
R0020,6,63.0,Rice,32.8,26,110,324.3,0.24,16.9,96.1,15.46,2019
R0146,1,150.4,Rice,37.3,36,174,363.5,0.32,31.7,102.8,18.82,2021
R0160,4,111.5,Rice,22.6,48,152,247.1,0.92,20.6,162.3,20.67,2019
R0043,6,120.6,Rice,45.7,63,143,412.8,0.89,15.4,57.5,13.87,2018
R0254,7,57.4,Wheat,30.2,33,99,166.6,0.41,12.6,127.9,16.1,2024
R0130,11,78.7,Rice,25.3,17,40,119.6,0.04,12.3,71.0,9.6,2018
R0060,11,168.6,Maize,34.1,63,192,258.2,0.05,8.0,94.1,24.73,2022
R0151,10,118.1,Maize,47.9,73,196,441.5,0.28,29.5,217.8,28.39,2020
R0287,3,95.2,Wheat,40.8,43,147,402.0,0.63,7.6,259.3,15.36,2020
R0005,9,107.6,Rice,6.8,16,196,306.9,0.58,13.8,26.4,12.67,2019
R0266,12,178.2,Maize,20.0,58,163,328.9,0.63,6.4,178.5,16.62,2021
R0130,12,162.3,Wheat,26.2,12,185,152.0,0.72,28.4,30.1,15.93,2024
R0267,7,90.8,Maize,19.2,51,47,436.3,0.02,6.2,43.9,10.97,2023
R0178,1,67.6,Wheat,36.5,59,129,414.8,0.11,14.2,217.4,14.74,2020
R0253,2,87.8,Wheat,42.2,41,156,362.6,0.36,22.2,226.0,22.6,2022
R0056,1,188.1,Barley,37.9,90,143,286.5,0.15,17.3,247.9,32.7,2019
R0083,11,137.2,Barley,49.5,63,162,485.8,0.08,13.5,152.8,18.67,2019
R0099,9,130.0,Rice,17.3,65,110,451.6,0.64,13.3,260.7,7.97,2023
R0149,9,139.5,Barley,44.4,33,61,357.8,0.82,28.9,66.7,11.85,2022
R0156,7,104.9,Wheat,39.5,94,106,248.7,0.75,34.2,89.9,18.33,2021
R0190,10,171.1,Maize,21.3,86,105,347.2,0.82,15.4,57.7,16.65,2022
R0263,3,128.5,Maize,38.0,70,131,330.2,0.67,6.2,243.3,19.17,2021
R0080,5,67.5,Rice,9.7,63,112,257.7,0.74,6.1,84.0,9.39,2022
R0252,4,69.4,Barley,40.5,32,67,222.7,0.27,27.8,63.5,12.04,2022
R0097,7,130.5,Rice,29.0,11,178,262.8,0.99,21.6,194.5,10.14,2018
R0260,9,190.5,Wheat,18.2,75,88,329.6,0.18,28.5,41.6,13.84,2019
R0260,12,96.3,Barley,34.5,18,160,271.3,0.21,25.9,32.6,16.03,2022
R0103,2,180.4,Rice,33.9,8,77,205.4,0.29,32.2,49.9,16.41,2023
R0040,8,164.6,Maize,14.4,73,151,404.4,0.98,31.6,20.1,9.35,2022
R0273,9,87.2,Maize,6.4,16,74,312.6,0.99,28.6,215.2,1.97,2020
R0101,10,55.5,Rice,24.5,49,24,127.1,0.79,19.3,177.4,7.73,2019
R0221,10,65.3,Rice,30.6,38,155,247.3,0.63,14.2,78.8,10.76,2020
R0124,9,159.3,Rice,44.4,40,6,454.0,0.52,20.2,85.2,10.55,2019
R0231,10,80.0,Wheat,46.8,9,112,402.1,0.97,20.1,247.1,-0.64,2020
R0178,7,105.7,Wheat,28.8,11,35,229.3,0.7,23.3,160.5,10.54,2022
R0063,9,125.3,Maize,38.9,78,9,475.3,0.94,10.6,215.6,7.18,2022
R0116,9,158.8,Wheat,24.8,94,112,130.6,0.32,24.7,146.8,14.78,2018
R0191,3,67.0,Wheat,38.6,14,35,484.5,0.33,18.7,86.6,14.96,2023
R0062,4,111.0,Barley,14.2,27,17,198.3,0.85,23.6,291.7,4.25,2020
R0256,2,122.8,Wheat,21.7,3,133,103.6,0.15,12.2,178.4,7.45,2021
R0007,10,131.1,Barley,33.5,35,134,273.5,0.95,18.0,56.7,14.96,2018
R0155,3,172.8,Wheat,5.8,64,101,243.6,0.51,11.3,133.7,16.38,2020
R0092,11,75.8,Maize,37.5,97,139,315.6,0.93,31.3,112.2,5.53,2020
R0014,11,171.2,Rice,42.6,46,168,418.7,0.34,19.6,79.9,15.84,2018
R0229,5,153.9,Maize,23.0,80,190,437.0,0.72,11.7,281.4,18.05,2022
R0086,5,133.4,Wheat,25.2,38,24,260.5,0.48,6.2,266.7,-3.02,2020
R0133,6,154.9,Rice,43.3,37,180,271.9,0.63,25.3,75.8,15.97,2022
R0183,7,111.8,Rice,39.9,43,32,159.3,0.5,11.4,118.6,10.12,2018
R0062,7,70.8,Rice,18.0,50,86,119.0,0.97,34.7,233.4,3.43,2022
R0219,1,149.9,Barley,19.6,96,72,356.5,0.69,21.0,78.4,14.72,2019
R0246,2,128.7,Maize,35.5,84,5,125.8,0.25,13.7,185.6,13.35,2021
R0230,12,145.9,Barley,30.3,25,189,393.5,0.91,24.7,215.9,3.62,2024
R0079,9,100.7,Rice,12.3,35,193,315.6,0.29,13.3,203.1,20.79,2020
R0149,10,186.0,Maize,18.9,68,136,179.4,0.37,29.6,217.8,22.26,2023
R0138,2,138.1,Maize,45.5,96,66,315.8,0.1,14.2,217.9,18.7,2021
R0065,6,62.8,Wheat,36.0,0,143,173.2,0.9,34.6,290.1,6.27,2024
R0013,11,117.5,Barley,49.4,52,92,275.5,0.29,23.2,117.0,18.61,2022
R0213,11,163.5,Barley,39.5,5,107,419.8,0.26,30.3,266.0,11.02,2020
R0242,1,169.1,Wheat,47.4,36,182,284.8,0.92,7.2,26.1,3.78,2022
R0213,3,124.2,Barley,14.7,1,167,159.5,0.81,15.4,100.7,11.82,2019
R0181,2,184.2,Rice,39.7,68,25,389.5,0.14,27.1,33.6,11.91,2018
R0173,3,90.2,Rice,5.9,89,37,174.7,0.77,24.7,202.3,8.61,2020
R0160,5,111.6,Barley,35.2,40,162,395.4,0.91,10.8,48.2,16.54,2024
R0164,11,184.8,Wheat,26.1,50,195,291.7,0.08,15.7,256.8,21.3,2024
R0188,10,184.4,Maize,20.6,46,186,281.5,0.83,12.9,201.0,14.43,2019
R0191,6,152.9,Barley,43.8,12,141,440.6,0.55,23.4,28.1,13.18,2019
R0256,9,178.8,Maize,43.4,75,174,383.4,0.67,15.3,220.1,20.6,2020
R0183,12,63.3,Wheat,6.0,68,102,113.2,0.49,14.3,261.4,8.34,2022
R0117,11,179.7,Maize,32.4,65,198,218.5,0.7,11.2,205.1,18.91,2023
R0282,10,98.1,Wheat,21.6,58,199,448.4,0.03,17.3,28.5,23.05,2024
R0196,12,76.7,Wheat,23.7,67,41,107.3,0.76,10.9,260.2,11.46,2024
R0034,12,85.9,Rice,42.4,58,178,318.1,0.03,33.9,225.1,22.88,2019
R0052,4,112.7,Rice,18.9,90,146,391.1,0.46,9.6,126.0,30.95,2021
R0112,7,87.7,Wheat,47.4,9,65,348.7,0.15,32.4,112.0,4.31,2019
R0252,6,98.1,Barley,13.1,12,174,404.2,0.82,17.9,154.3,11.52,2023
R0082,2,70.2,Rice,34.8,1,192,390.3,0.31,16.3,262.8,19.03,2022
R0232,10,94.4,Wheat,35.2,89,41,376.8,0.45,11.9,90.6,15.74,2022
R0227,11,135.8,Maize,16.3,14,37,428.6,0.43,24.1,48.3,2.29,2021
R0233,11,116.3,Maize,19.6,45,140,358.3,0.77,25.6,262.1,18.44,2024
R0221,11,102.0,Barley,42.6,56,105,261.0,0.48,19.0,27.4,2.91,2019
R0042,8,162.0,Maize,39.3,9,171,288.8,0.79,6.7,275.1,7.28,2022
R0021,7,184.0,Maize,19.8,21,151,386.7,0.07,32.6,105.6,23.23,2023
R0042,7,163.5,Wheat,29.0,88,95,450.5,0.19,34.4,162.3,18.36,2020
R0113,8,99.8,Maize,7.8,78,157,208.9,0.55,17.9,57.0,24.66,2018
R0105,12,161.7,Maize,14.4,76,69,236.8,0.95,23.4,272.6,3.06,2018
R0192,12,72.8,Maize,26.9,7,37,472.3,0.07,18.5,230.0,3.52,2018
R0017,11,69.5,Maize,8.9,20,96,331.4,0.04,14.7,278.8,8.89,2024
R0120,1,101.8,Wheat,42.9,84,107,171.6,0.16,7.3,211.3,20.91,2019
R0129,1,171.2,Maize,37.3,21,118,365.5,0.64,18.7,71.7,8.82,2021
R0130,8,87.0,Barley,47.5,96,150,496.3,0.4,29.6,106.3,17.77,2022
R0060,4,59.5,Rice,36.2,44,73,429.4,0.83,5.5,156.3,11.75,2020
R0048,5,69.8,Barley,47.3,90,56,398.3,0.07,22.5,190.0,26.27,2023
R0029,8,178.8,Rice,30.0,39,109,183.2,0.2,31.4,279.4,13.09,2020
R0097,5,145.1,Barley,32.0,21,78,450.5,0.3,11.5,127.5,2.4,2023
R0010,10,88.0,Rice,49.0,29,150,310.3,0.63,10.5,216.9,1.06,2024
R0242,4,133.3,Rice,33.9,61,35,455.7,0.69,28.2,289.1,8.53,2019
R0232,12,129.1,Rice,6.4,72,56,231.9,0.12,12.7,62.7,17.67,2018
R0277,6,148.3,Rice,37.6,44,128,124.8,0.94,10.8,261.6,13.69,2019
R0284,12,85.0,Wheat,45.7,34,199,290.4,0.34,16.3,137.8,16.92,2024
R0203,5,179.7,Barley,40.8,81,2,207.9,0.71,16.8,225.1,7.46,2021
R0247,7,96.4,Rice,31.3,41,13,386.1,0.52,31.2,102.2,9.36,2021
R0290,10,154.1,Barley,35.2,4,33,482.8,0.22,23.6,113.5,16.92,2024
R0264,7,52.4,Maize,49.6,26,69,376.4,0.85,17.2,27.6,-7.34,2023
R0214,4,105.9,Rice,9.1,69,68,454.8,0.82,21.0,292.0,5.85,2022
R0200,12,102.8,Barley,35.0,61,178,281.2,0.4,33.6,247.8,13.39,2022
R0079,5,131.5,Wheat,17.8,31,103,408.7,0.59,8.4,46.3,1.17,2023
R0173,3,60.9,Barley,33.8,7,28,437.2,0.26,11.2,299.9,0.32,2021
R0069,4,168.5,Rice,32.3,84,47,384.4,0.69,33.9,189.4,13.52,2021
R0087,4,82.7,Maize,11.9,17,93,303.1,0.31,33.7,259.0,10.84,2021
R0101,3,151.6,Barley,14.3,77,78,350.3,0.84,10.3,38.7,17.32,2019
R0008,10,170.5,Maize,33.0,14,116,380.2,0.22,9.4,129.0,13.6,2021
R0200,5,134.3,Wheat,10.8,25,143,201.2,0.01,17.6,207.5,6.04,2020
R0087,5,161.1,Barley,16.9,52,184,423.8,0.27,6.5,49.8,18.08,2018
R0043,11,149.3,Barley,42.6,43,137,480.1,0.19,24.6,156.9,11.4,2021
R0109,7,103.3,Wheat,19.7,31,146,286.1,0.51,7.3,143.9,5.9,2023
R0152,4,171.3,Wheat,27.0,27,66,380.4,0.2,6.7,80.5,15.2,2018
R0017,4,94.2,Wheat,47.4,38,163,394.8,0.76,19.6,104.1,12.12,2019
R0133,9,135.7,Rice,15.2,31,131,364.9,0.24,33.7,290.8,17.08,2023
R0148,6,161.8,Rice,22.5,76,74,318.8,0.71,17.8,100.8,10.27,2018
R0277,4,106.8,Barley,32.3,78,160,452.7,0.58,15.7,79.8,20.15,2023
R0232,2,95.4,Barley,39.0,17,27,279.6,0.99,34.9,170.1,-0.67,2019
R0228,6,118.9,Barley,45.6,69,120,124.4,1.0,21.0,207.9,20.65,2020
R0139,2,172.7,Maize,46.2,10,8,437.8,0.87,16.3,223.0,1.84,2019
R0211,5,189.5,Wheat,39.9,31,133,369.6,0.76,16.6,231.2,9.77,2019
R0028,6,131.8,Barley,15.3,19,122,439.7,0.39,10.8,30.3,11.71,2023
R0051,4,149.2,Wheat,6.1,96,48,155.4,0.75,20.4,130.3,13.26,2024
R0261,3,185.5,Rice,22.3,39,90,112.3,0.96,18.2,236.7,19.09,2022
R0261,7,64.8,Wheat,11.4,7,124,473.7,0.02,13.1,273.4,14.45,2021
R0008,2,84.8,Maize,37.0,34,75,159.1,0.54,9.8,188.6,9.7,2021
R0138,11,156.3,Maize,34.8,68,149,423.9,0.22,14.3,34.6,19.36,2020
R0038,6,173.6,Wheat,7.0,98,103,429.3,0.56,20.3,131.1,20.07,2020
R0111,4,178.6,Maize,42.6,77,175,383.5,0.47,6.7,40.8,24.12,2021
R0220,6,112.3,Maize,16.2,20,148,152.5,0.58,9.6,229.6,9.96,2022
R0223,4,63.4,Rice,24.5,23,32,367.0,0.55,33.4,37.8,-1.77,2021
R0136,4,115.7,Barley,35.1,16,183,455.6,0.96,21.3,72.0,1.74,2024
R0256,4,84.6,Maize,24.3,17,156,270.2,0.55,6.9,136.7,9.73,2022
R0049,9,93.7,Barley,24.9,97,52,265.4,0.85,25.8,149.5,18.05,2020
R0292,7,165.8,Wheat,8.0,11,39,277.1,0.32,6.9,133.8,5.63,2018
